Phi[deg],Theta[deg],dB(RealizedGainTotal)
38,44,3.0787
39,44,3.03467
40,44,2.99
41,44,2.94475
42,44,2.89895
43,44,2.85265
44,44,2.80591
45,44,2.75877
46,44,2.71129
47,44,2.66352
48,44,2.61552
49,44,2.56733
50,44,2.51903
51,44,2.47066
52,44,2.42229
53,44,2.37398
54,44,2.3258
55,44,2.2778
56,44,2.23005
57,44,2.18262
58,44,2.13557
59,44,2.08898
60,44,2.04291
61,44,1.99743
62,44,1.95262
63,44,1.90854
64,44,1.86527
65,44,1.82288
66,44,1.78143
67,44,1.74102
68,44,1.70169
69,44,1.66353
70,44,1.62661
71,44,1.59099
72,44,1.55675
73,44,1.52394
74,44,1.49265
75,44,1.46292
76,44,1.43482
77,44,1.40841
78,44,1.38375
79,44,1.36088
80,44,1.33987
81,44,1.32074
82,44,1.30356
83,44,1.28835
84,44,1.27515
85,44,1.26399
86,44,1.2549
87,44,1.24789
88,44,1.243
89,44,1.24022
90,44,1.23957
91,44,1.24104
92,44,1.24464
93,44,1.25036
94,44,1.25818
95,44,1.2681
96,44,1.28008
97,44,1.2941
98,44,1.31014
99,44,1.32815
100,44,1.3481
101,44,1.36995
102,44,1.39364
103,44,1.41914
104,44,1.44638
105,44,1.47532
106,44,1.50588
107,44,1.53803
108,44,1.57168
109,44,1.60677
110,44,1.64324
111,44,1.68102
112,44,1.72005
113,44,1.76024
114,44,1.80153
115,44,1.84385
116,44,1.88712
117,44,1.93128
118,44,1.97625
119,44,2.02196
120,44,2.06833
121,44,2.11531
122,44,2.1628
123,44,2.21076
124,44,2.2591
125,44,2.30775
126,44,2.35666
127,44,2.40575
128,44,2.45496
129,44,2.50423
130,44,2.55349
131,44,2.60268
132,44,2.65174
133,44,2.7006
134,44,2.74923
135,44,2.79754
136,44,2.8455
137,44,2.89305
138,44,2.94013
139,44,2.98669
140,44,3.03269
141,44,3.07806
142,44,3.12278
143,44,3.16678
144,44,3.21003
145,44,3.25248
146,44,3.29409
147,44,3.33481
148,44,3.37462
149,44,3.41346
150,44,3.4513
151,44,3.48811
152,44,3.52385
153,44,3.55848
154,44,3.59198
155,44,3.62431
156,44,3.65544
157,44,3.68534
158,44,3.71399
159,44,3.74135
160,44,3.76741
161,44,3.79214
162,44,3.81551
163,44,3.8375
164,44,3.8581
165,44,3.87728
166,44,3.89503
167,44,3.91132
168,44,3.92615
169,44,3.93949
170,44,3.95134
171,44,3.96168
172,44,3.9705
173,44,3.97779
174,44,3.98355
175,44,3.98776
176,44,3.99042
177,44,3.99152
178,44,3.99107
179,44,3.98905
180,44,3.98547
-180,45,3.68732
-179,45,3.68193
-178,45,3.67493
-177,45,3.66633
-176,45,3.65611
-175,45,3.64429
-174,45,3.63088
-173,45,3.61587
-172,45,3.59929
-171,45,3.58113
-170,45,3.5614
-169,45,3.54012
-168,45,3.51731
-167,45,3.49296
-166,45,3.46711
-165,45,3.43976
-164,45,3.41092
-163,45,3.38063
-162,45,3.34889
-161,45,3.31573
-160,45,3.28116
-159,45,3.24522
-158,45,3.20791
-157,45,3.16928
-156,45,3.12933
-155,45,3.0881
-154,45,3.04562
-153,45,3.00191
-152,45,2.957
-151,45,2.91092
-150,45,2.86372
-149,45,2.81541
-148,45,2.76603
-147,45,2.71563
-146,45,2.66423
-145,45,2.61187
-144,45,2.5586
-143,45,2.50445
-142,45,2.44947
-141,45,2.39371
-140,45,2.3372
-139,45,2.27999
-138,45,2.22214
-137,45,2.1637
-136,45,2.10471
-135,45,2.04524
-134,45,1.98533
-133,45,1.92505
-132,45,1.86445
-131,45,1.80361
-130,45,1.74257
-129,45,1.68142
-128,45,1.62021
-127,45,1.55902
-126,45,1.49792
-125,45,1.43699
-124,45,1.37629
-123,45,1.31592
-122,45,1.25594
-121,45,1.19645
-120,45,1.13753
-119,45,1.07926
-118,45,1.02174
-117,45,0.965042
-116,45,0.909269
-115,45,0.854511
-114,45,0.800859
-113,45,0.748408
-112,45,0.697252
-111,45,0.647485
-110,45,0.599201
-109,45,0.552494
-108,45,0.507457
-107,45,0.464182
-106,45,0.42276
-105,45,0.383278
-104,45,0.345822
-103,45,0.310478
-102,45,0.277323
-101,45,0.246436
-100,45,0.21789
-99,45,0.191751
-98,45,0.168085
-97,45,0.146948
-96,45,0.128395
-95,45,0.112471
-94,45,0.0992182
-93,45,0.08867
-92,45,0.0808541
-91,45,0.075791
-90,45,0.0734946
-89,45,0.0739711
-88,45,0.0772199
-87,45,0.0832331
-86,45,0.0919957
-85,45,0.103486
-84,45,0.117674
-83,45,0.134525
-82,45,0.153997
-81,45,0.176042
-80,45,0.200604
-79,45,0.227626
-78,45,0.257041
-77,45,0.28878
-76,45,0.322769
-75,45,0.358931
-74,45,0.397182
-73,45,0.437439
-72,45,0.479615
-71,45,0.523619
-70,45,0.56936
-69,45,0.616744
-68,45,0.665678
-67,45,0.716067
-66,45,0.767815
-65,45,0.820827
-64,45,0.875008
-63,45,0.930262
-62,45,0.986496
-61,45,1.04362
-60,45,1.10153
-59,45,1.16016
-58,45,1.21939
-57,45,1.27916
-56,45,1.33937
-55,45,1.39993
-54,45,1.46078
-53,45,1.52182
-52,45,1.58299
-51,45,1.6442
-50,45,1.70538
-49,45,1.76646
-48,45,1.82737
-47,45,1.88804
-46,45,1.94842
-45,45,2.00843
-44,45,2.06801
-43,45,2.12711
-42,45,2.18567
-41,45,2.24364
-40,45,2.30095
-39,45,2.35757
-38,45,2.41343
-37,45,2.4685
-36,45,2.52272
-35,45,2.57605
-34,45,2.62846
-33,45,2.67988
-32,45,2.7303
-31,45,2.77967
-30,45,2.82794
-29,45,2.8751
-28,45,2.92109
-27,45,2.9659
-26,45,3.00948
-25,45,3.05181
-24,45,3.09286
-23,45,3.13261
-22,45,3.17101
-21,45,3.20806
-20,45,3.24372
-19,45,3.27798
-18,45,3.31081
-17,45,3.34219
-16,45,3.3721
-15,45,3.40053
-14,45,3.42745
-13,45,3.45286
-12,45,3.47674
-11,45,3.49907
-10,45,3.51985
-9,45,3.53906
-8,45,3.5567
-7,45,3.57275
-6,45,3.58721
-5,45,3.60007
-4,45,3.61133
-3,45,3.62099
-2,45,3.62903
-1,45,3.63547
0,45,3.64031
1,45,3.64353
2,45,3.64516
3,45,3.64518
4,45,3.64361
5,45,3.64045
6,45,3.63572
7,45,3.62941
8,45,3.62153
9,45,3.61211
10,45,3.60115
11,45,3.58867
12,45,3.57467
13,45,3.55918
14,45,3.54221
15,45,3.52378
16,45,3.50391
17,45,3.48262
18,45,3.45992
19,45,3.43585
20,45,3.41043
21,45,3.38367
22,45,3.35561
23,45,3.32627
24,45,3.29568
25,45,3.26386
26,45,3.23086
27,45,3.19668
28,45,3.16138
29,45,3.12498
30,45,3.08751
31,45,3.04901
32,45,3.00952
33,45,2.96907
34,45,2.9277
35,45,2.88544
36,45,2.84235
37,45,2.79846
38,45,2.75381
39,45,2.70845
40,45,2.66242
41,45,2.61577
42,45,2.56854
43,45,2.5208
44,45,2.47258
45,45,2.42393
46,45,2.37492
47,45,2.32559
48,45,2.27601
49,45,2.22622
50,45,2.1763
51,45,2.12629
52,45,2.07626
53,45,2.02628
54,45,1.9764
55,45,1.92671
56,45,1.87725
57,45,1.8281
58,45,1.77934
59,45,1.73103
60,45,1.68324
61,45,1.63605
62,45,1.58953
63,45,1.54375
64,45,1.4988
65,45,1.45474
66,45,1.41165
67,45,1.36961
68,45,1.3287
69,45,1.28898
70,45,1.25053
71,45,1.21343
72,45,1.17774
73,45,1.14355
74,45,1.11091
75,45,1.0799
76,45,1.05058
77,45,1.02301
78,45,0.997252
79,45,0.973364
80,45,0.951398
81,45,0.931405
82,45,0.913429
83,45,0.897512
84,45,0.883691
85,45,0.872
86,45,0.862465
87,45,0.855111
88,45,0.849956
89,45,0.847013
90,45,0.846289
91,45,0.847788
92,45,0.851506
93,45,0.857437
94,45,0.865568
95,45,0.87588
96,45,0.888351
97,45,0.902953
98,45,0.919653
99,45,0.938416
100,45,0.959199
101,45,0.981957
102,45,1.00664
103,45,1.0332
104,45,1.06158
105,45,1.09171
106,45,1.12354
107,45,1.157
108,45,1.19203
109,45,1.22855
110,45,1.2665
111,45,1.3058
112,45,1.34638
113,45,1.38817
114,45,1.4311
115,45,1.47507
116,45,1.52003
117,45,1.5659
118,45,1.61259
119,45,1.66004
120,45,1.70817
121,45,1.75691
122,45,1.80617
123,45,1.8559
124,45,1.90601
125,45,1.95644
126,45,2.00712
127,45,2.05797
128,45,2.10893
129,45,2.15994
130,45,2.21093
131,45,2.26183
132,45,2.31259
133,45,2.36313
134,45,2.41341
135,45,2.46337
136,45,2.51294
137,45,2.56207
138,45,2.61072
139,45,2.65882
140,45,2.70632
141,45,2.75318
142,45,2.79934
143,45,2.84476
144,45,2.88939
145,45,2.93319
146,45,2.97612
147,45,3.01813
148,45,3.05918
149,45,3.09923
150,45,3.13824
151,45,3.17618
152,45,3.21302
153,45,3.2487
154,45,3.28322
155,45,3.31652
156,45,3.34858
157,45,3.37937
158,45,3.40887
159,45,3.43704
160,45,3.46386
161,45,3.4893
162,45,3.51334
163,45,3.53596
164,45,3.55714
165,45,3.57685
166,45,3.59509
167,45,3.61182
168,45,3.62704
169,45,3.64073
170,45,3.65288
171,45,3.66347
172,45,3.67249
173,45,3.67994
174,45,3.6858
175,45,3.69007
176,45,3.69273
177,45,3.69379
178,45,3.69325
179,45,3.69109
180,45,3.68732
-180,46,3.37481
-179,46,3.36917
-178,46,3.36187
-177,46,3.35291
-176,46,3.3423
-175,46,3.33003
-174,46,3.31612
-173,46,3.30056
-172,46,3.28338
-171,46,3.26457
-170,46,3.24415
-169,46,3.22213
-168,46,3.19852
-167,46,3.17334
-166,46,3.14659
-165,46,3.1183
-164,46,3.08848
-163,46,3.05715
-162,46,3.02433
-161,46,2.99003
-160,46,2.95429
-159,46,2.91711
-158,46,2.87853
-157,46,2.83857
-156,46,2.79725
-155,46,2.75461
-154,46,2.71066
-153,46,2.66543
-152,46,2.61897
-151,46,2.57129
-150,46,2.52242
-149,46,2.47241
-148,46,2.42129
-147,46,2.36909
-146,46,2.31585
-145,46,2.26161
-144,46,2.20641
-143,46,2.15029
-142,46,2.0933
-141,46,2.03547
-140,46,1.97685
-139,46,1.9175
-138,46,1.85746
-137,46,1.79678
-136,46,1.73552
-135,46,1.67374
-134,46,1.61148
-133,46,1.54881
-132,46,1.48579
-131,46,1.42249
-130,46,1.35896
-129,46,1.29528
-128,46,1.23153
-127,46,1.16776
-126,46,1.10406
-125,46,1.0405
-124,46,0.977163
-123,46,0.914132
-122,46,0.851489
-121,46,0.789321
-120,46,0.727716
-119,46,0.666764
-118,46,0.606559
-117,46,0.547193
-116,46,0.488764
-115,46,0.431367
-114,46,0.375102
-113,46,0.320067
-112,46,0.266363
-111,46,0.21409
-110,46,0.163348
-109,46,0.114239
-108,46,0.066861
-107,46,0.0213132
-106,46,-0.0223073
-105,46,-0.0639051
-104,46,-0.103387
-103,46,-0.140664
-102,46,-0.175648
-101,46,-0.208256
-100,46,-0.238409
-99,46,-0.266034
-98,46,-0.29106
-97,46,-0.313425
-96,46,-0.33307
-95,46,-0.349946
-94,46,-0.364006
-93,46,-0.375214
-92,46,-0.38354
-91,46,-0.38896
-90,46,-0.39146
-89,46,-0.391034
-88,46,-0.38768
-87,46,-0.381409
-86,46,-0.372236
-85,46,-0.360185
-84,46,-0.345288
-83,46,-0.327583
-82,46,-0.307117
-81,46,-0.283942
-80,46,-0.258116
-79,46,-0.229705
-78,46,-0.198779
-77,46,-0.165414
-76,46,-0.129689
-75,46,-0.0916902
-74,46,-0.0515048
-73,46,-0.00922434
-72,46,0.0350569
-71,46,0.0812423
-70,46,0.129234
-69,46,0.178931
-68,46,0.230233
-67,46,0.28304
-66,46,0.337248
-65,46,0.392757
-64,46,0.449465
-63,46,0.507272
-62,46,0.566078
-61,46,0.625786
-60,46,0.686299
-59,46,0.747521
-58,46,0.80936
-57,46,0.871723
-56,46,0.934522
-55,46,0.997669
-54,46,1.06108
-53,46,1.12467
-52,46,1.18836
-51,46,1.25208
-50,46,1.31574
-49,46,1.37927
-48,46,1.44261
-47,46,1.50568
-46,46,1.56841
-45,46,1.63075
-44,46,1.69262
-43,46,1.75398
-42,46,1.81476
-41,46,1.8749
-40,46,1.93436
-39,46,1.99307
-38,46,2.051
-37,46,2.10809
-36,46,2.16429
-35,46,2.21956
-34,46,2.27385
-33,46,2.32713
-32,46,2.37936
-31,46,2.43049
-30,46,2.48049
-29,46,2.52932
-28,46,2.57694
-27,46,2.62334
-26,46,2.66846
-25,46,2.71229
-24,46,2.75479
-23,46,2.79594
-22,46,2.83571
-21,46,2.87407
-20,46,2.911
-19,46,2.94648
-18,46,2.98048
-17,46,3.01299
-16,46,3.04399
-15,46,3.07345
-14,46,3.10136
-13,46,3.12771
-12,46,3.15248
-11,46,3.17566
-10,46,3.19723
-9,46,3.21719
-8,46,3.23552
-7,46,3.25222
-6,46,3.26728
-5,46,3.28069
-4,46,3.29246
-3,46,3.30257
-2,46,3.31102
-1,46,3.31782
0,46,3.32297
1,46,3.32646
2,46,3.32829
3,46,3.32849
4,46,3.32703
5,46,3.32395
6,46,3.31923
7,46,3.3129
8,46,3.30496
9,46,3.29542
10,46,3.2843
11,46,3.27161
12,46,3.25736
13,46,3.24157
14,46,3.22427
15,46,3.20545
16,46,3.18515
17,46,3.16339
18,46,3.14019
19,46,3.11556
20,46,3.08954
21,46,3.06215
22,46,3.03342
23,46,3.00336
24,46,2.97202
25,46,2.93941
26,46,2.90557
27,46,2.87053
28,46,2.83432
29,46,2.79697
30,46,2.75853
31,46,2.71901
32,46,2.67847
33,46,2.63693
34,46,2.59444
35,46,2.55104
36,46,2.50676
37,46,2.46165
38,46,2.41575
39,46,2.3691
40,46,2.32176
41,46,2.27377
42,46,2.22517
43,46,2.17602
44,46,2.12637
45,46,2.07627
46,46,2.02577
47,46,1.97493
48,46,1.92382
49,46,1.87248
50,46,1.82097
51,46,1.76937
52,46,1.71773
53,46,1.66612
54,46,1.6146
55,46,1.56324
56,46,1.51211
57,46,1.46129
58,46,1.41084
59,46,1.36085
60,46,1.31137
61,46,1.26249
62,46,1.21429
63,46,1.16685
64,46,1.12024
65,46,1.07453
66,46,1.02982
67,46,0.98618
68,46,0.943687
69,46,0.902422
70,46,0.862464
71,46,0.823889
72,46,0.786775
73,46,0.751195
74,46,0.717225
75,46,0.684934
76,46,0.654391
77,46,0.625664
78,46,0.598816
79,46,0.573906
80,46,0.550992
81,46,0.530126
82,46,0.511357
83,46,0.49473
84,46,0.480285
85,46,0.468056
86,46,0.458074
87,46,0.450363
88,46,0.444944
89,46,0.441829
90,46,0.441028
91,46,0.442544
92,46,0.446375
93,46,0.452511
94,46,0.46094
95,46,0.471643
96,46,0.484595
97,46,0.499767
98,46,0.517124
99,46,0.536627
100,46,0.558233
101,46,0.581893
102,46,0.607555
103,46,0.635163
104,46,0.664657
105,46,0.695976
106,46,0.729052
107,46,0.763819
108,46,0.800205
109,46,0.838139
110,46,0.877545
111,46,0.918347
112,46,0.96047
113,46,1.00383
114,46,1.04836
115,46,1.09398
116,46,1.14059
117,46,1.18814
118,46,1.23653
119,46,1.28569
120,46,1.33555
121,46,1.38601
122,46,1.43702
123,46,1.48848
124,46,1.54033
125,46,1.5925
126,46,1.6449
127,46,1.69748
128,46,1.75016
129,46,1.80287
130,46,1.85554
131,46,1.90812
132,46,1.96053
133,46,2.01272
134,46,2.06461
135,46,2.11617
136,46,2.16731
137,46,2.21799
138,46,2.26816
139,46,2.31775
140,46,2.36672
141,46,2.41502
142,46,2.46259
143,46,2.50939
144,46,2.55537
145,46,2.60048
146,46,2.64468
147,46,2.68793
148,46,2.73019
149,46,2.77142
150,46,2.81157
151,46,2.85061
152,46,2.8885
153,46,2.92521
154,46,2.9607
155,46,2.99494
156,46,3.0279
157,46,3.05956
158,46,3.08987
159,46,3.11881
160,46,3.14636
161,46,3.17249
162,46,3.19717
163,46,3.22039
164,46,3.24213
165,46,3.26235
166,46,3.28105
167,46,3.2982
168,46,3.31379
169,46,3.32781
170,46,3.34023
171,46,3.35105
172,46,3.36026
173,46,3.36784
174,46,3.37379
175,46,3.37809
176,46,3.38075
177,46,3.38175
178,46,3.3811
179,46,3.37879
180,46,3.37481
-180,47,3.04739
-179,47,3.04149
-178,47,3.03387
-177,47,3.02455
-176,47,3.01352
-175,47,3.0008
-174,47,2.98638
-173,47,2.97027
-172,47,2.95248
-171,47,2.93302
-170,47,2.9119
-169,47,2.88913
-168,47,2.86472
-167,47,2.83869
-166,47,2.81105
-165,47,2.78182
-164,47,2.75101
-163,47,2.71864
-162,47,2.68473
-161,47,2.64931
-160,47,2.61238
-159,47,2.57398
-158,47,2.53412
-157,47,2.49284
-156,47,2.45015
-155,47,2.40609
-154,47,2.36067
-153,47,2.31394
-152,47,2.26591
-151,47,2.21662
-150,47,2.16611
-149,47,2.1144
-148,47,2.06153
-147,47,2.00754
-146,47,1.95246
-145,47,1.89634
-144,47,1.83921
-143,47,1.78111
-142,47,1.7221
-141,47,1.6622
-140,47,1.60148
-139,47,1.53997
-138,47,1.47773
-137,47,1.41482
-136,47,1.35128
-135,47,1.28717
-134,47,1.22255
-133,47,1.15748
-132,47,1.09202
-131,47,1.02624
-130,47,0.960211
-129,47,0.893993
-128,47,0.827662
-127,47,0.761292
-126,47,0.694962
-125,47,0.628751
-124,47,0.562742
-123,47,0.497019
-122,47,0.43167
-121,47,0.366784
-120,47,0.302455
-119,47,0.238775
-118,47,0.175844
-117,47,0.113758
-116,47,0.0526193
-115,47,-0.00746998
-114,47,-0.0664059
-113,47,-0.124083
-112,47,-0.180396
-111,47,-0.235237
-110,47,-0.288499
-109,47,-0.340076
-108,47,-0.38986
-107,47,-0.437747
-106,47,-0.483631
-105,47,-0.52741
-104,47,-0.568984
-103,47,-0.608256
-102,47,-0.645131
-101,47,-0.679521
-100,47,-0.711338
-99,47,-0.740504
-98,47,-0.766941
-97,47,-0.790582
-96,47,-0.811364
-95,47,-0.82923
-94,47,-0.844132
-93,47,-0.85603
-92,47,-0.86489
-91,47,-0.870687
-90,47,-0.873404
-89,47,-0.873035
-88,47,-0.869579
-87,47,-0.863046
-86,47,-0.853454
-85,47,-0.840827
-84,47,-0.825202
-83,47,-0.806619
-82,47,-0.785129
-81,47,-0.760789
-80,47,-0.733662
-79,47,-0.70382
-78,47,-0.671338
-77,47,-0.636299
-76,47,-0.598789
-75,47,-0.5589
-74,47,-0.516727
-73,47,-0.472369
-72,47,-0.425926
-71,47,-0.377503
-70,47,-0.327205
-69,47,-0.27514
-68,47,-0.221414
-67,47,-0.166137
-66,47,-0.109416
-65,47,-0.0513592
-64,47,0.00792578
-63,47,0.0683328
-62,47,0.129757
-61,47,0.192095
-60,47,0.255244
-59,47,0.319106
-58,47,0.383582
-57,47,0.448577
-56,47,0.513997
-55,47,0.579753
-54,47,0.645756
-53,47,0.711919
-52,47,0.778161
-51,47,0.8444
-50,47,0.910559
-49,47,0.976561
-48,47,1.04233
-47,47,1.10781
-46,47,1.17292
-45,47,1.23759
-44,47,1.30177
-43,47,1.36538
-42,47,1.42839
-41,47,1.49072
-40,47,1.55232
-39,47,1.61314
-38,47,1.67313
-37,47,1.73224
-36,47,1.79042
-35,47,1.84762
-34,47,1.90382
-33,47,1.95895
-32,47,2.01298
-31,47,2.06588
-30,47,2.1176
-29,47,2.16811
-28,47,2.21737
-27,47,2.26535
-26,47,2.31203
-25,47,2.35736
-24,47,2.40132
-23,47,2.44388
-22,47,2.48501
-21,47,2.52469
-20,47,2.5629
-19,47,2.59961
-18,47,2.6348
-17,47,2.66844
-16,47,2.70053
-15,47,2.73103
-14,47,2.75994
-13,47,2.78724
-12,47,2.81292
-11,47,2.83695
-10,47,2.85933
-9,47,2.88005
-8,47,2.8991
-7,47,2.91646
-6,47,2.93214
-5,47,2.94613
-4,47,2.95842
-3,47,2.969
-2,47,2.97789
-1,47,2.98507
0,47,2.99054
1,47,2.99432
2,47,2.99639
3,47,2.99677
4,47,2.99547
5,47,2.99248
6,47,2.98781
7,47,2.98149
8,47,2.97351
9,47,2.96388
10,47,2.95263
11,47,2.93976
12,47,2.9253
13,47,2.90925
14,47,2.89163
15,47,2.87247
16,47,2.85178
17,47,2.82959
18,47,2.80591
19,47,2.78077
20,47,2.7542
21,47,2.72621
22,47,2.69684
23,47,2.66612
24,47,2.63406
25,47,2.60071
26,47,2.56608
27,47,2.53022
28,47,2.49315
29,47,2.45492
30,47,2.41554
31,47,2.37507
32,47,2.33353
33,47,2.29096
34,47,2.2474
35,47,2.2029
36,47,2.15749
37,47,2.11122
38,47,2.06412
39,47,2.01625
40,47,1.96765
41,47,1.91838
42,47,1.86846
43,47,1.81797
44,47,1.76695
45,47,1.71545
46,47,1.66352
47,47,1.61124
48,47,1.55865
49,47,1.50581
50,47,1.45279
51,47,1.39964
52,47,1.34644
53,47,1.29325
54,47,1.24013
55,47,1.18717
56,47,1.13442
57,47,1.08197
58,47,1.02989
59,47,0.978247
60,47,0.927128
61,47,0.876608
62,47,0.826768
63,47,0.777688
64,47,0.729451
65,47,0.682138
66,47,0.635833
67,47,0.590618
68,47,0.546576
69,47,0.503791
70,47,0.462344
71,47,0.422317
72,47,0.383791
73,47,0.346845
74,47,0.311555
75,47,0.277998
76,47,0.246247
77,47,0.216371
78,47,0.188438
79,47,0.162513
80,47,0.138655
81,47,0.11692
82,47,0.0973614
83,47,0.0800255
84,47,0.0649549
85,47,0.0521873
86,47,0.0417546
87,47,0.0336834
88,47,0.0279947
89,47,0.0247035
90,47,0.0238193
91,47,0.0253453
92,47,0.0292789
93,47,0.0356116
94,47,0.044329
95,47,0.0554111
96,47,0.0688319
97,47,0.0845603
98,47,0.10256
99,47,0.122789
100,47,0.1452
101,47,0.169744
102,47,0.196365
103,47,0.225003
104,47,0.255596
105,47,0.288076
106,47,0.322376
107,47,0.358423
108,47,0.396143
109,47,0.435459
110,47,0.476292
111,47,0.518565
112,47,0.562195
113,47,0.607101
114,47,0.653201
115,47,0.700413
116,47,0.748653
117,47,0.797839
118,47,0.847889
119,47,0.898722
120,47,0.950255
121,47,1.00241
122,47,1.05511
123,47,1.10826
124,47,1.16181
125,47,1.21566
126,47,1.26975
127,47,1.32401
128,47,1.37835
129,47,1.43272
130,47,1.48703
131,47,1.54123
132,47,1.59525
133,47,1.64903
134,47,1.70249
135,47,1.75559
136,47,1.80826
137,47,1.86044
138,47,1.91208
139,47,1.96312
140,47,2.01351
141,47,2.06319
142,47,2.11213
143,47,2.16025
144,47,2.20753
145,47,2.25391
146,47,2.29935
147,47,2.3438
148,47,2.38722
149,47,2.42957
150,47,2.47082
151,47,2.51091
152,47,2.54982
153,47,2.58751
154,47,2.62395
155,47,2.65909
156,47,2.69292
157,47,2.72539
158,47,2.75648
159,47,2.78617
160,47,2.81442
161,47,2.8412
162,47,2.8665
163,47,2.89029
164,47,2.91254
165,47,2.93325
166,47,2.95238
167,47,2.96993
168,47,2.98586
169,47,3.00018
170,47,3.01286
171,47,3.02389
172,47,3.03325
173,47,3.04095
174,47,3.04696
175,47,3.05129
176,47,3.05392
177,47,3.05485
178,47,3.05407
179,47,3.05159
180,47,3.04739
-180,48,2.7045
-179,48,2.69831
-178,48,2.69037
-177,48,2.68067
-176,48,2.66922
-175,48,2.65603
-174,48,2.64109
-173,48,2.62441
-172,48,2.60601
-171,48,2.58589
-170,48,2.56406
-169,48,2.54054
-168,48,2.51533
-167,48,2.48845
-166,48,2.45991
-165,48,2.42974
-164,48,2.39793
-163,48,2.36453
-162,48,2.32953
-161,48,2.29297
-160,48,2.25487
-159,48,2.21524
-158,48,2.17411
-157,48,2.1315
-156,48,2.08744
-155,48,2.04196
-154,48,1.99509
-153,48,1.94684
-152,48,1.89726
-151,48,1.84637
-150,48,1.7942
-149,48,1.7408
-148,48,1.68619
-147,48,1.63041
-146,48,1.57349
-145,48,1.51549
-144,48,1.45643
-143,48,1.39636
-142,48,1.33532
-141,48,1.27336
-140,48,1.21053
-139,48,1.14686
-138,48,1.08243
-137,48,1.01727
-136,48,0.951443
-135,48,0.885006
-134,48,0.818017
-133,48,0.750538
-132,48,0.682633
-131,48,0.614368
-130,48,0.545811
-129,48,0.477035
-128,48,0.408112
-127,48,0.339121
-126,48,0.270141
-125,48,0.201253
-124,48,0.132543
-123,48,0.0640996
-122,48,-0.00398774
-121,48,-0.0716251
-120,48,-0.138716
-119,48,-0.205163
-118,48,-0.270863
-117,48,-0.335714
-116,48,-0.399609
-115,48,-0.46244
-114,48,-0.524099
-113,48,-0.584473
-112,48,-0.64345
-111,48,-0.700917
-110,48,-0.75676
-109,48,-0.810864
-108,48,-0.863117
-107,48,-0.913404
-106,48,-0.961614
-105,48,-1.00764
-104,48,-1.05137
-103,48,-1.09269
-102,48,-1.13152
-101,48,-1.16775
-100,48,-1.20129
-99,48,-1.23205
-98,48,-1.25995
-97,48,-1.28491
-96,48,-1.30688
-95,48,-1.32577
-94,48,-1.34155
-93,48,-1.35417
-92,48,-1.36359
-91,48,-1.36978
-90,48,-1.37273
-89,48,-1.37243
-88,48,-1.36887
-87,48,-1.36207
-86,48,-1.35205
-85,48,-1.33884
-84,48,-1.32247
-83,48,-1.30298
-82,48,-1.28044
-81,48,-1.2549
-80,48,-1.22644
-79,48,-1.19513
-78,48,-1.16105
-77,48,-1.12429
-76,48,-1.08495
-75,48,-1.04312
-74,48,-0.998906
-73,48,-0.952417
-72,48,-0.903761
-71,48,-0.853047
-70,48,-0.80039
-69,48,-0.745904
-68,48,-0.689704
-67,48,-0.631905
-66,48,-0.572622
-65,48,-0.511971
-64,48,-0.450064
-63,48,-0.387013
-62,48,-0.32293
-61,48,-0.257924
-60,48,-0.192101
-59,48,-0.125565
-58,48,-0.05842
-57,48,0.00923597
-56,48,0.0773055
-55,48,0.145694
-54,48,0.214311
-53,48,0.283067
-52,48,0.351877
-51,48,0.420657
-50,48,0.489328
-49,48,0.557812
-48,48,0.626034
-47,48,0.693923
-46,48,0.761409
-45,48,0.828424
-44,48,0.894906
-43,48,0.960792
-42,48,1.02602
-41,48,1.09054
-40,48,1.15429
-39,48,1.21721
-38,48,1.27927
-37,48,1.3404
-36,48,1.40056
-35,48,1.4597
-34,48,1.51779
-33,48,1.57478
-32,48,1.63062
-31,48,1.68528
-30,48,1.73873
-29,48,1.79092
-28,48,1.84182
-27,48,1.89139
-26,48,1.93961
-25,48,1.98645
-24,48,2.03187
-23,48,2.07585
-22,48,2.11835
-21,48,2.15936
-20,48,2.19885
-19,48,2.2368
-18,48,2.27318
-17,48,2.30797
-16,48,2.34116
-15,48,2.37272
-14,48,2.40264
-13,48,2.43091
-12,48,2.4575
-11,48,2.4824
-10,48,2.50561
-9,48,2.52711
-8,48,2.54689
-7,48,2.56494
-6,48,2.58125
-5,48,2.59583
-4,48,2.60866
-3,48,2.61975
-2,48,2.62908
-1,48,2.63666
0,48,2.6425
1,48,2.64658
2,48,2.64892
3,48,2.64952
4,48,2.64838
5,48,2.64552
6,48,2.64094
7,48,2.63464
8,48,2.62665
9,48,2.61698
10,48,2.60563
11,48,2.59262
12,48,2.57797
13,48,2.56169
14,48,2.54381
15,48,2.52433
16,48,2.50329
17,48,2.48071
18,48,2.4566
19,48,2.43099
20,48,2.4039
21,48,2.37537
22,48,2.34542
23,48,2.31407
24,48,2.28135
25,48,2.2473
26,48,2.21194
27,48,2.17531
28,48,2.13744
29,48,2.09837
30,48,2.05812
31,48,2.01674
32,48,1.97426
33,48,1.93073
34,48,1.88617
35,48,1.84063
36,48,1.79415
37,48,1.74678
38,48,1.69856
39,48,1.64953
40,48,1.59974
41,48,1.54924
42,48,1.49809
43,48,1.44632
44,48,1.39399
45,48,1.34116
